classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceTemplate ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.04 ; 0 ; 2.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::toc::TocLink ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2.17 ; 1.01 ; 0 ; 4.49 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorSelectionPage ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader ; 1.01 ; 0 ; 2.02 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 4.11 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::RenameDialog ; 1.01 ; 0 ; 1.01 ; 0 ; 3.33 ; 0 ; 1.01 ; 0 ; 5.39 ; 3.03 ; 0 ; 1.01 ; 0 ; 0 ; 2.02 ; 4.11 ; 3.05 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteInputContext ; 2.02 ; 0 ; 0 ; 2.02 ; 1.1 ; 0 ; 0 ; 0 ; 1.03 ; 1.01 ; 9.11 ; 0 ; 0 ; 0 ; 0 ; 2.04 ; 1.01 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromTargetOperation ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::ResourceMoveParticipant ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 2.1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.06 ; 1.02 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::MessageHelper ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionContentProvider ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::JRESection ; 2.03 ; 0 ; 0 ; 2.03 ; 4.52 ; 0 ; 3.04 ; 1.01 ; 5.7 ; 4.06 ; 3.04 ; 3.04 ; 3.03 ; 0 ; 2.03 ; 6.27 ; 3.15 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::RuntimePage ; 3.04 ; 0 ; 0 ; 4.05 ; 2.05 ; 0 ; 1.03 ; 0 ; 5.15 ; 2.02 ; 8.18 ; 1.03 ; 1.01 ; 0 ; 0 ; 4.16 ; 2.02 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::actions::HyperlinkAction ; 0 ; 0 ; 1.01 ; 0 ; 1.14 ; 0 ; 0 ; 0 ; 3.05 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 2.02 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::tools::ExtensionPointMappings ; 1.01 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectFromLaunchOperation ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::plugin::PluginAttribute ; 8.08 ; 0 ; 6.06 ; 2.02 ; 2.54 ; 0 ; 1.04 ; 3.15 ; 4.3 ; 2.03 ; 9.65 ; 1.04 ; 0 ; 0 ; 2.03 ; 3.18 ; 3.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration ; 5.08 ; 0 ; 2.04 ; 4.04 ; 5.68 ; 1.01 ; 5.06 ; 1.02 ; 8.73 ; 5.07 ; 3.07 ; 5.06 ; 0 ; 0 ; 5.06 ; 6.26 ; 6.21 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::site::SiteObject ; 2.02 ; 0 ; 0 ; 2.02 ; 1.72 ; 0 ; 2.02 ; 0 ; 3.21 ; 1.03 ; 2.03 ; 1.01 ; 0 ; 0 ; 1.02 ; 3.07 ; 2.08 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::variables::TargetOSVariableResolver ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::product::PluginSection ; 10.32 ; 0 ; 2.02 ; 9.31 ; 10.08 ; 0 ; 4.05 ; 1.01 ; 19.65 ; 6.17 ; 5.37 ; 4.04 ; 7.14 ; 0 ; 3.03 ; 17.35 ; 9.92 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate ; 0 ; 0 ; 0 ; 0 ; 1.25 ; 0 ; 0 ; 0 ; 2.16 ; 1.02 ; 2.04 ; 0 ; 0 ; 0 ; 1.02 ; 1.04 ; 1.02 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::natures::PluginProject ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation ; 10.25 ; 0 ; 0 ; 10.25 ; 6.11 ; 0 ; 0 ; 0 ; 15.66 ; 5.08 ; 2.02 ; 0 ; 4.06 ; 0 ; 0 ; 12.51 ; 9.47 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 1.09 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::WorkspacePluginModelManager ; 3.08 ; 0 ; 0 ; 3.08 ; 3.4 ; 0 ; 1.02 ; 0 ; 9.64 ; 2.08 ; 1.02 ; 1.02 ; 1.02 ; 0 ; 1.01 ; 6.69 ; 5.34 ; 1 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard ; 6.08 ; 0 ; 2.02 ; 6.06 ; 3.26 ; 0 ; 1.01 ; 0 ; 8.52 ; 3.03 ; 0 ; 1.01 ; 2.02 ; 0 ; 1.01 ; 8.29 ; 5.05 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection ; 1.02 ; 0 ; 0 ; 1.02 ; 0 ; 0 ; 2.06 ; 1.01 ; 3.28 ; 0 ; 5.37 ; 2.06 ; 0 ; 0 ; 0 ; 3.06 ; 1.05 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 1.01 ; 1.04 ; 0 ; 3.1 ; 0 ; 0 ; 0 ; 0 ; 1.04 ; 1.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider ; 2.08 ; 0 ; 0 ; 2.08 ; 0 ; 0 ; 0 ; 0 ; 1.17 ; 0 ; 2.03 ; 0 ; 0 ; 0 ; 0 ; 2.09 ; 1.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::spy::SpyFormToolkit ; 1.01 ; 0 ; 0 ; 1.01 ; 2.3 ; 0 ; 2.03 ; 0 ; 4.88 ; 2.03 ; 0 ; 2.03 ; 3.03 ; 0 ; 2.02 ; 3.19 ; 3.1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard ; 5.12 ; 0 ; 3.04 ; 4.08 ; 4.39 ; 2.02 ; 3.03 ; 9.16 ; 9.32 ; 3.1 ; 0 ; 1.01 ; 2.04 ; 0 ; 3.04 ; 8.72 ; 7.34 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::PlaybackAction ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 1.01 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard ; 2.03 ; 0 ; 1.01 ; 1.02 ; 2.09 ; 0 ; 0 ; 0 ; 2.07 ; 2.02 ; 0 ; 0 ; 1.01 ; 0 ; 1.01 ; 4.11 ; 1.03 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 2.03 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::Headers ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::site::WorkspaceSiteModel ; 3.03 ; 0 ; 2.02 ; 1.01 ; 1.15 ; 0 ; 0 ; 2.02 ; 2.23 ; 1.01 ; 3.06 ; 0 ; 0 ; 0 ; 1.01 ; 3.05 ; 2.03 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::XMLComponentRegistry ; 1.01 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel ; 3.1 ; 0 ; 3.1 ; 0 ; 1.05 ; 0 ; 0 ; 0 ; 1.03 ; 1.01 ; 2.06 ; 0 ; 0 ; 0 ; 0 ; 1.02 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::SrcSection ; 1.01 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 1.02 ; 1.01 ; 1.11 ; 0 ; 5.37 ; 1.02 ; 0 ; 0 ; 0 ; 1.01 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::search::PluginJavaSearchUtil ; 5.1 ; 0 ; 4.04 ; 3.06 ; 1.07 ; 0 ; 0 ; 0 ; 2.22 ; 1.01 ; 1.01 ; 0 ; 0 ; 0 ; 1.01 ; 4.14 ; 3.07 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
